trend_id,trend_name,category,date,weekly_interest,region,sentiment,related_brands,growth_rate,forecast_2025
5004,DeFi 2.0,Sustainability,2024-04-05,50,USA,0.34,"BlackRock, Tesla",17.5,79
5005,Green Hydrogen,Sustainability,2023-04-11,12,China,0.3,"OpenAI, Tesla",-1.2,55
5006,ESG Investing,Tech,2024-02-29,33,India,-0.43,"Nike, OpenAI",14.9,53
5007,Green Hydrogen,Sustainability,2024-10-31,15,India,0.02,"OpenAI, Tesla",13.1,82
5008,ESG Investing,Sustainability,2024-03-15,39,EU,0.1,"BlackRock, Tesla",19.2,88
5009,ESG Investing,Sustainability,2024-09-16,49,USA,0.47,"BlackRock, Nike",16.5,89
5010,DeFi 2.0,Tech,2024-10-13,22,India,0.39,"BlackRock, Tesla",9.7,90
5011,AI Agents,Finance,2024-02-23,37,India,1.0,"OpenAI, BlackRock",15.7,53
5012,DeFi 2.0,Tech,2024-04-23,41,India,0.58,"Nike, BlackRock",13.0,80
5013,ESG Investing,Sustainability,2024-11-08,38,EU,0.17,"OpenAI, BlackRock",18.4,71
5014,AI Agents,Finance,2023-09-13,45,China,0.23,"Tesla, Nike",4.0,57
5015,DeFi 2.0,Tech,2023-11-21,42,China,0.58,"Nike, Tesla",13.6,84
5016,DeFi 2.0,Finance,2023-10-30,26,India,0.16,"Nike, Tesla",1.7,88
5017,Green Hydrogen,Sustainability,2025-01-13,20,China,0.76,"Tesla, OpenAI",-0.6,93
5018,ESG Investing,Finance,2025-01-03,30,China,0.67,"Tesla, BlackRock",13.6,63
5019,AI Agents,Tech,2023-08-20,27,EU,-0.01,"Tesla, Nike",10.0,67
5020,DeFi 2.0,Sustainability,2023-07-04,17,USA,0.71,"OpenAI, Nike",0.6,97
5021,AI Agents,Sustainability,2023-04-03,14,USA,0.88,"Tesla, BlackRock",15.2,97
5022,ESG Investing,Sustainability,2024-01-19,17,USA,0.83,"Nike, BlackRock",-4.9,53
5023,DeFi 2.0,Sustainability,2023-11-21,47,India,-0.07,"BlackRock, Tesla",-3.5,61
5024,AI Agents,Sustainability,2023-01-27,44,EU,1.0,"OpenAI, Nike",-0.2,98
5025,DeFi 2.0,Finance,2024-01-01,9,China,-0.04,"OpenAI, BlackRock",19.0,87
5026,DeFi 2.0,Tech,2023-02-26,42,USA,-0.46,"Tesla, OpenAI",19.1,90
5027,ESG Investing,Sustainability,2023-08-15,5,USA,-0.38,"Tesla, Nike",-3.8,59
5028,AI Agents,Tech,2024-08-25,54,USA,0.4,"BlackRock, Nike",16.8,61
5029,Green Hydrogen,Sustainability,2024-07-03,31,USA,0.01,"OpenAI, Tesla",12.6,63
5030,AI Agents,Tech,2023-04-05,51,India,-0.11,"Nike, Tesla",4.0,100
5031,AI Agents,Sustainability,2023-06-03,12,EU,0.5,"Nike, Tesla",9.8,55
5032,DeFi 2.0,Tech,2024-10-26,44,India,0.25,"BlackRock, Tesla",16.6,86
5033,ESG Investing,Finance,2024-09-13,26,EU,0.68,"Tesla, Nike",3.3,60
5034,ESG Investing,Sustainability,2024-07-02,31,India,0.44,"OpenAI, Tesla",12.7,73
5035,DeFi 2.0,Sustainability,2024-10-03,19,EU,0.67,"BlackRock, Nike",-5.0,77
5036,ESG Investing,Finance,2023-06-22,5,China,0.3,"OpenAI, Nike",-0.5,95
5037,AI Agents,Tech,2023-04-05,27,EU,0.0,"Nike, OpenAI",1.9,82
5038,ESG Investing,Tech,2024-10-25,22,USA,0.14,"OpenAI, BlackRock",10.2,65
5039,DeFi 2.0,Sustainability,2023-12-30,27,India,-0.46,"Tesla, OpenAI",11.6,64
5040,AI Agents,Finance,2023-01-04,29,India,0.91,"OpenAI, Tesla",4.4,54
5041,AI Agents,Sustainability,2024-09-29,7,India,0.17,"OpenAI, Tesla",17.3,69
5042,DeFi 2.0,Sustainability,2023-09-03,60,EU,0.84,"BlackRock, OpenAI",11.3,69
5043,ESG Investing,Tech,2025-04-29,62,EU,0.9,"Tesla, BlackRock",5.3,84
5044,ESG Investing,Tech,2023-08-29,6,China,0.31,"Nike, Tesla",-2.0,100
5045,AI Agents,Tech,2024-03-01,27,India,1.0,"BlackRock, Tesla",-0.6,62
5046,Green Hydrogen,Sustainability,2023-04-30,40,China,-0.02,"Tesla, OpenAI",15.6,50
5047,ESG Investing,Finance,2024-07-19,44,India,0.7,"OpenAI, Tesla",10.2,78
5048,ESG Investing,Sustainability,2023-12-05,31,USA,0.2,"Tesla, OpenAI",2.3,66
5049,Green Hydrogen,Tech,2023-02-07,13,USA,0.28,"OpenAI, BlackRock",8.3,58
5050,Green Hydrogen,Sustainability,2023-06-26,26,China,0.27,"Tesla, BlackRock",7.7,60
5051,DeFi 2.0,Sustainability,2023-03-26,9,EU,0.28,"OpenAI, Nike",14.5,73
5052,DeFi 2.0,Finance,2024-12-06,17,USA,0.41,"BlackRock, Nike",-2.4,74
5053,DeFi 2.0,Finance,2025-02-19,14,China,1.0,"OpenAI, Tesla",19.6,63
5054,Green Hydrogen,Finance,2025-02-03,32,USA,1.0,"Tesla, BlackRock",13.1,53
5055,ESG Investing,Finance,2024-05-05,36,China,-0.32,"OpenAI, BlackRock",2.3,66
5056,ESG Investing,Finance,2023-01-25,36,India,0.57,"BlackRock, Tesla",10.6,50
5057,Green Hydrogen,Sustainability,2023-12-10,4,China,0.08,"Tesla, OpenAI",2.9,58
5058,DeFi 2.0,Finance,2024-07-20,29,China,0.43,"Tesla, Nike",19.0,52
5059,AI Agents,Sustainability,2023-08-11,55,EU,-0.23,"OpenAI, BlackRock",11.5,71
5060,DeFi 2.0,Tech,2024-04-05,25,China,-0.13,"Tesla, Nike",17.2,86
5061,DeFi 2.0,Finance,2024-02-15,11,China,0.24,"Tesla, OpenAI",14.0,93
5062,Green Hydrogen,Finance,2024-06-18,32,USA,-0.21,"Tesla, Nike",6.1,78
5063,DeFi 2.0,Finance,2024-08-02,17,USA,1.0,"BlackRock, Nike",12.2,56
5064,ESG Investing,Tech,2023-04-01,13,India,0.21,"OpenAI, BlackRock",-2.9,74
5065,ESG Investing,Sustainability,2023-03-11,38,India,0.0,"BlackRock, OpenAI",-3.4,65
5066,DeFi 2.0,Sustainability,2023-08-25,57,EU,-0.34,"BlackRock, OpenAI",5.1,57
5067,ESG Investing,Finance,2024-12-24,4,China,0.22,"Nike, Tesla",11.0,59
5068,DeFi 2.0,Sustainability,2023-02-20,24,EU,-0.14,"Nike, Tesla",6.6,76
5069,DeFi 2.0,Tech,2025-02-06,16,China,0.27,"Nike, Tesla",15.9,100
5070,ESG Investing,Finance,2023-06-11,34,India,0.34,"Tesla, OpenAI",17.0,68
5071,DeFi 2.0,Tech,2025-01-07,12,USA,0.0,"Nike, BlackRock",2.1,63
5072,ESG Investing,Sustainability,2023-06-17,24,USA,0.31,"OpenAI, Tesla",-3.2,80
5073,DeFi 2.0,Finance,2023-07-13,21,EU,0.32,"Tesla, OpenAI",4.2,58
5074,AI Agents,Finance,2024-10-14,16,India,0.64,"BlackRock, OpenAI",8.7,79
5075,DeFi 2.0,Tech,2024-04-05,14,China,0.51,"BlackRock, Nike",18.8,51
5076,DeFi 2.0,Finance,2023-12-22,33,EU,0.29,"BlackRock, Nike",9.3,81
5077,Green Hydrogen,Tech,2023-11-21,49,China,0.41,"Tesla, Nike",-3.8,72
5078,DeFi 2.0,Finance,2024-07-30,23,India,0.13,"Tesla, OpenAI",13.2,88
5079,ESG Investing,Tech,2024-03-02,10,EU,0.91,"BlackRock, OpenAI",5.6,98
5080,AI Agents,Finance,2024-01-10,16,India,0.31,"OpenAI, BlackRock",14.7,68
5081,AI Agents,Finance,2025-04-19,53,EU,-0.34,"Tesla, Nike",-1.0,82
5082,DeFi 2.0,Finance,2024-02-07,44,EU,0.84,"BlackRock, Tesla",16.9,99
5083,Green Hydrogen,Finance,2024-05-29,38,China,0.03,"BlackRock, Tesla",17.1,82
5084,ESG Investing,Sustainability,2023-10-17,16,USA,0.52,"Tesla, OpenAI",17.9,53
5085,DeFi 2.0,Finance,2023-11-09,31,USA,-0.1,"BlackRock, Tesla",15.9,71
5086,DeFi 2.0,Sustainability,2023-05-20,51,EU,0.31,"Tesla, BlackRock",-3.9,55
5087,Green Hydrogen,Sustainability,2024-05-26,16,China,0.86,"BlackRock, Tesla",3.8,85
5088,DeFi 2.0,Sustainability,2024-01-23,26,EU,0.37,"Tesla, Nike",11.1,54
5089,DeFi 2.0,Tech,2024-06-13,21,India,0.38,"BlackRock, Tesla",9.2,94
5090,ESG Investing,Sustainability,2024-04-27,12,EU,-0.17,"OpenAI, Tesla",-1.1,86
5091,AI Agents,Sustainability,2023-02-01,63,India,0.31,"OpenAI, BlackRock",3.8,51
5092,ESG Investing,Sustainability,2023-12-29,19,India,0.39,"Tesla, Nike",5.9,82
5093,ESG Investing,Finance,2025-02-14,16,China,1.0,"BlackRock, OpenAI",-2.7,100
5094,DeFi 2.0,Sustainability,2023-07-17,12,EU,0.41,"OpenAI, Nike",-4.9,71
5095,DeFi 2.0,Finance,2025-04-03,2,EU,0.22,"BlackRock, Tesla",2.8,73
5096,ESG Investing,Tech,2023-07-09,15,USA,0.21,"OpenAI, Tesla",8.7,90
5097,ESG Investing,Tech,2023-12-16,23,EU,1.0,"Tesla, OpenAI",2.0,90
5098,AI Agents,Tech,2023-08-13,18,USA,0.45,"Nike, BlackRock",17.2,91
5099,AI Agents,Finance,2023-06-21,13,India,-0.01,"Tesla, BlackRock",0.5,56
5100,AI Agents,Tech,2023-09-27,19,China,0.36,"OpenAI, Tesla",19.0,68
5101,Green Hydrogen,Tech,2023-04-26,36,India,0.39,"BlackRock, OpenAI",-0.1,84
5102,AI Agents,Sustainability,2023-09-04,17,EU,0.13,"Tesla, OpenAI",15.0,56
5103,ESG Investing,Sustainability,2023-10-16,44,EU,-0.16,"OpenAI, Tesla",1.8,50
5104,AI Agents,Tech,2024-05-29,18,EU,0.26,"BlackRock, Tesla",9.0,93
5105,DeFi 2.0,Finance,2023-02-09,32,EU,-0.67,"OpenAI, Tesla",17.1,85
5106,AI Agents,Finance,2024-08-11,11,EU,-0.64,"BlackRock, Nike",11.5,68
5107,AI Agents,Finance,2024-05-04,10,China,0.26,"Nike, Tesla",12.9,79
5108,AI Agents,Tech,2023-11-06,28,EU,0.74,"OpenAI, Nike",11.9,61
5109,ESG Investing,Tech,2023-05-15,39,USA,0.61,"Tesla, Nike",-4.8,67
5110,DeFi 2.0,Finance,2023-03-04,29,EU,0.37,"Tesla, Nike",10.0,51
5111,DeFi 2.0,Sustainability,2024-03-25,45,India,0.21,"Tesla, Nike",-1.7,64
5112,ESG Investing,Tech,2024-06-15,19,USA,0.24,"OpenAI, BlackRock",16.5,67
5113,ESG Investing,Tech,2025-04-14,18,EU,0.24,"Nike, OpenAI",4.8,65
5114,AI Agents,Sustainability,2023-04-04,13,India,-0.47,"Nike, Tesla",4.6,79
5115,ESG Investing,Sustainability,2024-05-06,50,EU,-0.48,"OpenAI, Tesla",14.7,57
5116,Green Hydrogen,Finance,2024-08-28,40,USA,1.0,"Tesla, Nike",-0.1,83
5117,ESG Investing,Sustainability,2024-01-07,36,China,0.24,"BlackRock, Tesla",8.7,66
5118,ESG Investing,Finance,2024-10-21,29,USA,0.91,"Nike, OpenAI",6.3,81
5119,ESG Investing,Tech,2023-10-08,0,EU,0.82,"BlackRock, Nike",11.0,55
5120,ESG Investing,Sustainability,2024-05-03,8,India,0.03,"BlackRock, Tesla",5.7,74
5121,AI Agents,Tech,2024-11-14,12,EU,0.43,"Nike, BlackRock",17.0,85
5122,ESG Investing,Finance,2024-05-10,50,India,0.6,"Tesla, Nike",7.8,66
5123,AI Agents,Finance,2023-11-17,43,China,-0.16,"Tesla, BlackRock",2.3,89
5124,DeFi 2.0,Tech,2023-04-24,25,India,0.85,"Tesla, OpenAI",8.6,60
5125,AI Agents,Tech,2024-02-06,50,China,0.56,"Tesla, OpenAI",11.3,97
5126,Green Hydrogen,Sustainability,2024-05-22,19,USA,1.0,"OpenAI, Nike",7.1,67
5127,ESG Investing,Tech,2024-07-17,24,EU,0.52,"Nike, BlackRock",2.2,85
5128,Green Hydrogen,Sustainability,2025-03-08,6,USA,0.59,"Nike, Tesla",-1.2,53
5129,AI Agents,Sustainability,2025-02-08,50,India,0.77,"Tesla, OpenAI",18.7,84
5130,Green Hydrogen,Finance,2024-04-13,28,India,0.44,"Tesla, BlackRock",6.4,56
5131,Green Hydrogen,Sustainability,2024-11-22,9,China,0.95,"OpenAI, Nike",5.4,81
5132,AI Agents,Finance,2023-03-21,24,India,0.37,"OpenAI, BlackRock",13.7,83
5133,ESG Investing,Tech,2025-02-01,29,India,-0.15,"OpenAI, Tesla",19.0,71
5134,AI Agents,Sustainability,2023-05-12,18,China,0.07,"Nike, BlackRock",17.1,83
5135,AI Agents,Tech,2023-11-22,22,EU,0.67,"OpenAI, Tesla",8.5,90
5136,DeFi 2.0,Sustainability,2023-04-13,22,India,0.65,"Tesla, Nike",6.6,90
5137,Green Hydrogen,Tech,2023-06-26,35,India,0.55,"Tesla, Nike",6.0,53
5138,DeFi 2.0,Finance,2023-07-11,57,EU,0.53,"OpenAI, BlackRock",1.6,94
5139,DeFi 2.0,Tech,2023-07-26,26,India,-0.18,"OpenAI, Tesla",17.9,95
5140,Green Hydrogen,Tech,2024-11-21,28,EU,0.19,"OpenAI, BlackRock",4.6,78
5141,Green Hydrogen,Tech,2024-06-11,17,India,0.19,"Nike, Tesla",9.4,71
5142,ESG Investing,Finance,2023-08-30,33,China,0.22,"BlackRock, Tesla",3.1,68
5143,Green Hydrogen,Sustainability,2023-12-16,48,China,0.79,"Tesla, BlackRock",4.8,78
5144,AI Agents,Tech,2024-09-12,6,China,0.95,"Tesla, OpenAI",10.9,82
5145,Green Hydrogen,Finance,2025-03-20,34,USA,-0.63,"BlackRock, Nike",13.0,73
5146,Green Hydrogen,Sustainability,2025-02-25,44,USA,0.36,"Nike, OpenAI",-1.4,89
5147,DeFi 2.0,Sustainability,2025-01-01,7,India,0.98,"OpenAI, Nike",4.0,78
5148,AI Agents,Finance,2023-02-03,18,China,-0.0,"Nike, Tesla",14.8,87
5149,DeFi 2.0,Finance,2024-06-21,10,USA,0.54,"Tesla, Nike",19.2,56
5150,ESG Investing,Finance,2024-10-10,42,EU,0.87,"Tesla, Nike",11.9,66
5151,ESG Investing,Tech,2023-05-17,38,EU,0.59,"Nike, BlackRock",7.2,90
5152,DeFi 2.0,Finance,2023-04-18,21,India,-0.12,"Tesla, Nike",0.4,78
5153,Green Hydrogen,Tech,2024-07-28,15,EU,-0.3,"BlackRock, OpenAI",1.4,60
5154,AI Agents,Sustainability,2024-06-17,12,India,0.36,"BlackRock, OpenAI",2.0,51
5155,DeFi 2.0,Tech,2023-11-21,31,China,0.51,"Tesla, BlackRock",17.7,94
5156,Green Hydrogen,Sustainability,2024-09-21,61,USA,1.0,"Nike, OpenAI",4.1,88
5157,Green Hydrogen,Finance,2023-07-16,17,China,0.81,"Nike, OpenAI",-0.5,58
5158,AI Agents,Tech,2024-03-23,37,India,0.97,"BlackRock, Nike",2.0,62
5159,AI Agents,Sustainability,2024-07-10,9,India,0.79,"BlackRock, Nike",14.6,54
5160,ESG Investing,Tech,2023-07-06,17,India,0.27,"Nike, BlackRock",15.1,92
5161,AI Agents,Finance,2023-07-10,49,EU,0.6,"BlackRock, OpenAI",8.6,92
5162,AI Agents,Sustainability,2024-06-12,18,EU,0.25,"OpenAI, Tesla",15.6,68
5163,ESG Investing,Finance,2023-10-02,11,China,-0.11,"BlackRock, OpenAI",3.8,85
5164,AI Agents,Sustainability,2024-07-09,45,China,0.01,"Tesla, Nike",5.1,78
5165,Green Hydrogen,Finance,2024-06-10,28,India,0.46,"Nike, OpenAI",16.3,67
5166,AI Agents,Tech,2023-03-26,24,EU,1.0,"Nike, Tesla",10.3,81
5167,Green Hydrogen,Sustainability,2024-12-14,11,USA,0.53,"BlackRock, OpenAI",-4.5,72
5168,AI Agents,Tech,2025-01-24,51,EU,0.17,"Nike, BlackRock",11.7,74
5169,DeFi 2.0,Finance,2024-10-07,84,India,-0.53,"Tesla, OpenAI",4.6,50
5170,Green Hydrogen,Sustainability,2024-08-24,35,India,1.0,"Nike, OpenAI",2.5,82
5171,ESG Investing,Sustainability,2023-06-13,50,India,0.43,"Nike, OpenAI",10.0,81
5172,AI Agents,Finance,2023-07-04,32,USA,0.56,"BlackRock, Tesla",16.6,57
5173,DeFi 2.0,Finance,2024-08-27,22,China,0.02,"BlackRock, Nike",17.9,90
5174,Green Hydrogen,Finance,2023-09-28,39,EU,0.29,"Nike, OpenAI",10.2,86
5175,AI Agents,Sustainability,2024-05-17,2,China,0.25,"OpenAI, Tesla",9.5,82
5176,AI Agents,Sustainability,2024-01-21,56,USA,0.08,"BlackRock, OpenAI",9.6,75
5177,AI Agents,Tech,2024-07-05,34,China,0.1,"BlackRock, OpenAI",19.6,82
5178,DeFi 2.0,Tech,2023-10-25,46,EU,0.29,"BlackRock, Tesla",-0.4,95
5179,Green Hydrogen,Tech,2023-06-29,26,USA,-0.09,"OpenAI, Nike",-2.7,81
5180,DeFi 2.0,Finance,2023-04-28,34,India,1.0,"Nike, BlackRock",7.6,71
5181,AI Agents,Sustainability,2025-01-22,22,China,-0.84,"OpenAI, Tesla",15.4,59
5182,DeFi 2.0,Tech,2023-10-31,35,India,0.6,"Nike, OpenAI",3.6,78
5183,ESG Investing,Sustainability,2024-10-12,49,EU,0.05,"Tesla, Nike",13.1,87
5184,ESG Investing,Tech,2023-09-14,45,EU,0.56,"BlackRock, Tesla",11.5,60
5185,AI Agents,Tech,2024-05-31,6,India,0.02,"BlackRock, Tesla",4.8,77
5186,Green Hydrogen,Sustainability,2023-07-31,31,China,0.48,"BlackRock, Tesla",10.8,96
5187,AI Agents,Sustainability,2024-08-27,22,China,0.08,"Nike, OpenAI",6.3,75
5188,ESG Investing,Tech,2023-08-30,38,India,-0.36,"Nike, BlackRock",4.7,97
5189,Green Hydrogen,Tech,2024-03-24,33,India,0.24,"OpenAI, BlackRock",-2.7,93
5190,AI Agents,Finance,2025-01-05,22,USA,-0.69,"Tesla, Nike",14.6,100
5191,AI Agents,Tech,2024-10-01,17,China,0.22,"Nike, Tesla",15.1,85
5192,ESG Investing,Sustainability,2023-12-08,17,EU,1.0,"BlackRock, Tesla",0.5,53
5193,AI Agents,Finance,2024-01-19,6,India,0.62,"Nike, BlackRock",12.4,75
5194,DeFi 2.0,Finance,2023-08-07,39,EU,0.34,"BlackRock, OpenAI",0.7,59
5195,DeFi 2.0,Tech,2023-02-11,26,India,-0.07,"OpenAI, BlackRock",-4.8,65
5196,ESG Investing,Finance,2024-11-21,44,USA,-0.18,"Nike, OpenAI",13.1,78
5197,ESG Investing,Tech,2025-03-15,58,China,-0.13,"Tesla, Nike",3.5,50
5198,ESG Investing,Tech,2025-04-07,61,China,0.32,"OpenAI, Tesla",-2.7,58
5199,AI Agents,Finance,2024-06-27,33,China,1.0,"BlackRock, OpenAI",-1.5,94
5200,Green Hydrogen,Sustainability,2023-09-01,49,EU,0.54,"Nike, OpenAI",1.1,81
5201,ESG Investing,Finance,2023-04-15,14,EU,0.1,"BlackRock, Nike",15.0,65
5202,ESG Investing,Finance,2025-04-16,18,EU,0.99,"Nike, Tesla",14.1,96
5203,AI Agents,Sustainability,2023-10-01,42,China,0.31,"Tesla, BlackRock",10.4,81
5204,AI Agents,Sustainability,2024-08-03,30,China,0.53,"BlackRock, Nike",11.2,79
5205,Green Hydrogen,Finance,2023-02-12,26,China,-0.4,"Tesla, OpenAI",17.6,69
5206,DeFi 2.0,Finance,2024-04-06,65,USA,0.57,"BlackRock, Nike",16.0,92
5207,Green Hydrogen,Tech,2023-03-15,9,EU,0.71,"OpenAI, Tesla",-2.6,75
5208,ESG Investing,Tech,2023-03-10,12,EU,0.26,"Nike, Tesla",11.1,64
5209,AI Agents,Sustainability,2024-11-02,19,USA,0.6,"OpenAI, BlackRock",4.1,73
5210,DeFi 2.0,Sustainability,2023-06-23,30,EU,0.58,"OpenAI, BlackRock",-3.4,74
5211,Green Hydrogen,Sustainability,2023-04-21,17,EU,0.67,"Tesla, OpenAI",6.8,65
5212,AI Agents,Tech,2024-02-28,8,USA,0.69,"OpenAI, BlackRock",4.1,67
5213,ESG Investing,Tech,2024-03-20,43,EU,-0.02,"OpenAI, Tesla",0.0,78
5214,AI Agents,Finance,2023-04-19,18,USA,0.5,"Tesla, BlackRock",12.7,77
5215,AI Agents,Sustainability,2023-09-26,57,EU,0.17,"BlackRock, Tesla",11.0,54
5216,ESG Investing,Sustainability,2024-10-10,25,USA,0.31,"BlackRock, Tesla",-4.7,90
5217,Green Hydrogen,Finance,2023-01-21,23,USA,0.2,"Nike, BlackRock",6.9,68
5218,AI Agents,Sustainability,2023-09-25,20,India,0.47,"Nike, OpenAI",4.8,74
5219,ESG Investing,Tech,2023-09-19,11,India,0.85,"Nike, BlackRock",-2.4,50
5220,AI Agents,Sustainability,2025-03-14,3,China,0.64,"Tesla, OpenAI",-1.4,69
5221,ESG Investing,Finance,2025-02-03,45,India,0.38,"Nike, BlackRock",10.9,89
5222,DeFi 2.0,Finance,2024-05-31,14,USA,0.41,"OpenAI, Nike",-4.8,76
5223,ESG Investing,Sustainability,2023-06-14,31,EU,-0.45,"Nike, Tesla",13.5,66
5224,Green Hydrogen,Sustainability,2023-09-02,53,China,0.44,"BlackRock, OpenAI",12.2,76
5225,ESG Investing,Tech,2023-06-10,10,China,0.53,"OpenAI, Nike",11.5,92
5226,Green Hydrogen,Sustainability,2023-02-28,33,EU,0.31,"Tesla, BlackRock",-2.0,86
5227,AI Agents,Sustainability,2023-06-22,48,China,0.33,"OpenAI, Tesla",13.5,59
5228,Green Hydrogen,Tech,2024-12-28,29,India,0.01,"Nike, BlackRock",16.2,50
5229,AI Agents,Tech,2024-07-12,16,China,0.01,"OpenAI, Nike",16.5,59
5230,DeFi 2.0,Tech,2025-04-20,8,USA,0.02,"Nike, Tesla",7.4,93
5231,AI Agents,Sustainability,2023-07-05,67,EU,-0.54,"Nike, OpenAI",4.7,69
5232,DeFi 2.0,Sustainability,2024-11-06,34,EU,0.9,"Nike, BlackRock",6.2,72
5233,Green Hydrogen,Sustainability,2024-12-02,20,USA,0.78,"OpenAI, Nike",1.0,84
5234,AI Agents,Tech,2024-01-13,11,India,0.36,"Tesla, BlackRock",9.8,87
5235,DeFi 2.0,Finance,2024-06-20,35,USA,-0.0,"BlackRock, Tesla",-0.3,84
5236,DeFi 2.0,Sustainability,2024-03-15,10,USA,0.67,"OpenAI, Tesla",4.1,83
5237,ESG Investing,Sustainability,2023-12-02,38,China,0.53,"Nike, BlackRock",-3.1,75
5238,Green Hydrogen,Sustainability,2023-03-14,15,EU,-0.37,"Tesla, BlackRock",16.2,59
5239,DeFi 2.0,Finance,2025-01-17,53,EU,-0.28,"Nike, Tesla",19.0,93
5240,Green Hydrogen,Tech,2023-12-11,23,India,0.5,"OpenAI, BlackRock",9.8,99
5241,AI Agents,Tech,2025-03-05,17,EU,-0.37,"BlackRock, Tesla",12.3,88
5242,DeFi 2.0,Finance,2025-02-18,5,China,0.65,"Tesla, BlackRock",8.3,73
5243,Green Hydrogen,Sustainability,2023-08-02,53,EU,0.94,"Nike, Tesla",14.7,83
5244,ESG Investing,Tech,2023-07-18,37,EU,0.49,"Nike, OpenAI",4.1,97
5245,AI Agents,Sustainability,2023-11-13,6,USA,0.53,"Nike, OpenAI",5.1,66
5246,ESG Investing,Sustainability,2024-02-04,11,EU,-0.26,"BlackRock, OpenAI",3.7,51
5247,Green Hydrogen,Tech,2023-07-30,19,USA,1.0,"OpenAI, Nike",13.3,76
5248,Green Hydrogen,Finance,2024-11-25,15,EU,0.36,"BlackRock, Nike",13.0,72
5249,AI Agents,Finance,2024-04-28,38,China,0.39,"Tesla, BlackRock",18.2,55
5250,Green Hydrogen,Tech,2024-07-28,43,India,0.34,"BlackRock, OpenAI",17.8,58
5251,ESG Investing,Finance,2023-10-14,36,EU,-0.55,"BlackRock, Tesla",4.1,73
5252,DeFi 2.0,Sustainability,2024-01-23,51,India,0.33,"OpenAI, Tesla",19.5,88
5253,Green Hydrogen,Sustainability,2024-07-19,19,China,-0.34,"Nike, OpenAI",7.1,93
5254,Green Hydrogen,Sustainability,2024-10-09,13,EU,0.29,"Tesla, OpenAI",16.4,58
5255,DeFi 2.0,Tech,2023-01-13,13,India,0.24,"Nike, BlackRock",11.9,85
5256,ESG Investing,Sustainability,2023-08-11,30,India,-0.07,"Tesla, Nike",13.7,77
5257,Green Hydrogen,Finance,2024-05-09,23,China,0.32,"Tesla, Nike",1.3,86
5258,AI Agents,Tech,2024-03-03,13,EU,0.33,"OpenAI, Nike",17.2,63
5259,ESG Investing,Tech,2024-01-30,31,EU,-0.06,"Tesla, OpenAI",6.4,89
5260,DeFi 2.0,Sustainability,2025-01-15,42,USA,0.52,"BlackRock, OpenAI",6.0,65
5261,DeFi 2.0,Sustainability,2024-11-10,67,EU,0.24,"OpenAI, Nike",-1.2,71
5262,ESG Investing,Finance,2023-08-14,48,India,0.78,"Tesla, Nike",8.1,64
5263,AI Agents,Sustainability,2025-04-06,2,India,-0.04,"Tesla, BlackRock",-4.8,99
5264,AI Agents,Tech,2024-05-26,54,China,0.06,"OpenAI, Nike",1.2,57
5265,Green Hydrogen,Sustainability,2024-09-18,21,EU,0.29,"Tesla, Nike",5.9,54
5266,DeFi 2.0,Sustainability,2025-02-08,65,EU,0.46,"BlackRock, Nike",0.9,77
5267,ESG Investing,Finance,2024-01-28,28,India,-0.22,"BlackRock, Tesla",9.8,69
5268,ESG Investing,Tech,2024-01-17,41,China,-0.23,"Tesla, Nike",6.4,88
5269,AI Agents,Finance,2025-04-15,39,India,0.57,"Tesla, Nike",-2.1,94
5270,Green Hydrogen,Tech,2023-03-25,18,EU,0.06,"OpenAI, BlackRock",13.8,65
5271,DeFi 2.0,Tech,2023-07-09,22,EU,0.88,"Nike, BlackRock",-3.9,67
5272,DeFi 2.0,Finance,2024-01-19,27,USA,-0.1,"BlackRock, Nike",4.6,94
5273,DeFi 2.0,Tech,2024-05-04,58,EU,0.92,"Nike, Tesla",-3.4,88
5274,Green Hydrogen,Finance,2024-08-04,16,EU,-0.17,"BlackRock, Tesla",17.6,93
5275,Green Hydrogen,Tech,2024-03-29,29,EU,0.59,"Tesla, BlackRock",4.2,58
5276,ESG Investing,Finance,2025-01-16,10,EU,-0.15,"Tesla, BlackRock",-2.6,65
5277,AI Agents,Tech,2024-03-08,24,China,0.57,"Tesla, OpenAI",18.9,72
5278,DeFi 2.0,Sustainability,2024-09-02,54,EU,-0.33,"Tesla, BlackRock",2.0,70
5279,AI Agents,Sustainability,2023-06-02,32,India,-0.3,"Tesla, BlackRock",-0.6,59
5280,DeFi 2.0,Finance,2023-06-28,28,USA,-0.22,"BlackRock, Nike",10.6,54
5281,ESG Investing,Tech,2025-02-19,22,China,1.0,"Nike, OpenAI",19.2,98
5282,AI Agents,Tech,2023-06-01,57,China,0.21,"Tesla, Nike",6.5,64
5283,DeFi 2.0,Sustainability,2024-11-14,48,India,0.11,"OpenAI, Nike",-1.3,58
5284,DeFi 2.0,Tech,2023-08-07,20,India,0.84,"Tesla, BlackRock",18.5,82
5285,DeFi 2.0,Tech,2023-12-13,44,China,0.59,"BlackRock, OpenAI",6.5,74
5286,ESG Investing,Tech,2025-02-22,56,India,0.4,"OpenAI, BlackRock",3.0,100
5287,AI Agents,Tech,2025-02-28,44,India,0.62,"Nike, Tesla",10.8,63
5288,Green Hydrogen,Sustainability,2024-06-04,30,USA,0.39,"OpenAI, Tesla",4.4,52
5289,ESG Investing,Sustainability,2025-02-05,24,China,-0.01,"OpenAI, Tesla",-0.5,90
